Bus_230kV_3,Bus_230kV_4,Bus_230kV_7,Bus_20kV_1,Bus_20kV_4,Bus_20kV_3,Bus_20kV_2,Bus_230kV_6,Bus_230kV_2,Bus_230kV_5,Bus_230kV_1
0.9584561031162063,0.9426761963663801,1.0135179033010786,1.0300000510841953,1.0099999979934373,1.0299999713897705,1.0100000430641676,0.9903122737176983,0.9767056084251369,0.9781801571669119,1.0058760003935159
0.9604606791418016,0.9462116566019203,0.9946872237225904,1.0299999714015358,1.0099999904811772,1.0299999713897705,1.0099999904756656,0.9645502239903974,0.9778220469199355,0.9486642739493372,1.0063308743385035
0.9598105793717925,0.9443658726524022,0.9905127114262573,1.0299999714643957,1.0099999905344865,1.0299999713897705,1.0099999905401997,0.958896486568837,0.9774599838766075,0.9419037918629332,1.006183345447072
0.961024666070408,0.9481531510049356,1.0040153812002959,1.0299999713897738,1.0099999904636914,1.0299999713897705,1.0099999904632573,0.97722795091885,0.9781361385150308,0.9635892576325614,1.0064588542749877
0.9609957448740717,0.9481220964948514,1.004635079389317,1.0299999713897816,1.0099999904635826,1.0299999713897705,1.0099999904632626,0.9780740392457454,0.9781200322039904,0.9645681460152408,1.0064522916374703
0.9526936141676918,0.9295474331718294,1.0175301720210268,1.0299999713903125,1.0099999904632604,1.0299999713897705,1.0099999904635732,0.9959732520987692,0.973495300955653,0.983268800912253,1.0045676890528354
0.9604256388256138,0.9461103386829759,0.9944276781833589,1.0299999714031396,1.009999990482865,1.0299999713897705,1.009999990477328,0.9641985069692581,0.9778025321411198,0.9482451515315884,1.006322922769632
0.9610259501043573,0.9481540936713204,1.003980730179372,1.0299999713897734,1.0099999904636985,1.0299999713897705,1.0099999904632573,0.9771806605291775,0.9781368535971421,0.9635344593261282,1.0064591456404457
0.9606979804096444,0.9475862840216275,1.0074592689169939,1.0299999713898143,1.0099999904633372,1.0299999713897705,1.009999990463294,0.9819396232718175,0.977954204439953,0.9689979160175098,1.0063847235588224
0.953026465503438,0.9303085011170076,1.0174259603360225,1.0299999713901944,1.00999999046326,1.0299999713897705,1.0099999904635129,0.9958240207490421,0.973680765247235,0.9831830653696738,1.0046432752613048
0.9610224437033991,0.9481513935665016,1.004073243732697,1.0299999713897743,1.0099999904636798,1.0299999713897705,1.0099999904632577,0.9773069242284111,0.9781349008724649,0.9636807495450446,1.0064583499884092
0.9589804851834433,0.9420585140218205,0.9862139253821791,1.0299999717515886,1.009999990721778,1.0299999713897705,1.0099999908322457,0.9530780279039264,0.9769976537723215,0.9349023029025697,1.0059949572010032
0.9609833885579958,0.9478139616710696,1.0001242134450234,1.0299999713901244,1.0099999904655876,1.0299999713897705,1.009999990463677,0.9719285111029996,0.9781131509208433,0.957400822776744,1.0064494878050079
0.956561033920348,0.9383789526742763,1.0155579965716492,1.0300001685004512,1.0099999954059233,1.0299999713897705,1.0100000896356534,0.9931723261834383,0.9756500286204002,0.9810214231250307,1.0054459227972075
0.9610304066644549,0.9479970278723397,1.0012579194932496,1.0299999713898775,1.0099999904647168,1.0299999713897705,1.0099999904633965,0.9734704470272992,0.9781393354673416,0.9592104422133783,1.0064601568964016
0.9593642406170456,0.9447109824640564,1.0119485659942635,1.0299999713898027,1.0099999904632633,1.0299999713897705,1.009999990463292,0.9881293596783725,0.9772113935738338,0.9758701747163442,1.006082051376231
0.9598544982455522,0.9457940130358915,1.0107814046084558,1.0299999713898094,1.0099999904632697,1.0299999713897705,1.0099999904632957,0.9865133067898422,0.9774844442666019,0.9741126751670105,1.0061933123055047
0.9558224086167656,0.9366955729931729,1.0160979168694968,1.0300002489375895,1.0099999952387249,1.0299999713897705,1.0100001180929137,0.9939348290049231,0.9752385766063622,0.9817171707781892,1.0052782981778037
0.9604368806145003,0.9461428138112199,0.9945103500107391,1.0299999714026091,1.009999990482312,1.0299999713897705,1.0099999904767787,0.9643105328213836,0.9778087929633642,0.9483786678271008,1.0063254738298397
0.9082928774937983,0.8291298008450214,1.0108009298736866,1.02999997165564,1.009999990463557,1.0299999713897705,1.0099999907604358,0.9842066514271878,0.9487167038933296,0.9568537611411956,0.9944625147010544
0.9562285047572365,0.9344953733003848,0.9747630637672147,1.029999981566908,1.0099999953841943,1.0299999713897705,1.0100000007268624,0.937562011165685,0.9754647339859565,0.9160733013604246,1.0053703034056654
0.9594702737992644,0.9434161121087032,0.9886601302057678,1.0299999715417831,1.009999990589257,1.0299999713897705,1.0099999906191102,0.9563888518233422,0.9772704499138369,0.9388911610586788,1.0061061154860158
0.9578918754508947,0.9414016095514282,1.014255138217659,1.0300000758520045,1.0099999967138422,1.0299999713897705,1.0100000541630691,0.9913424647410025,0.9763913371576585,0.979234768151681,1.0057479523942932
0.9609908678989628,0.9478409956871505,1.0002704340641368,1.0299999713900794,1.0099999904654533,1.0299999713897705,1.0099999904636268,0.9721273004637024,0.9781173161970322,0.9576344882637962,1.0064511849792082
0.9600516213782699,0.9450437977052172,0.9919351422208438,1.0299999714313128,1.009999990508464,1.0299999713897705,1.0099999905063353,0.9608223031279213,0.9775942302671787,0.9442118731020404,1.0062380467847103
0.9578904190016859,0.9413983130197227,1.0142568673328638,1.0300000759250114,1.0099999967113134,1.0299999713897705,1.0100000541939338,0.991344885075671,0.9763905259116235,0.9792372117116075,1.005747621859574
0.9565699671565395,0.93839929394517,1.0155507993245412,1.0300001676741686,1.009999995409783,1.0299999713897705,1.0100000893371743,0.9931621816511812,0.9756550048012698,0.9810119305096602,1.0054479501474793
0.9607317783479942,0.9470105126021824,0.996960992887055,1.0299999713932158,1.009999990471185,1.0299999713897705,1.0099999904669839,0.9676331072511342,0.977973026981949,0.9523284558495027,1.0063923930094467
0.9299607080678353,0.8778294863391212,1.016026060318888,1.0299999920653522,1.0099999905091885,1.0299999713897705,1.010000012226031,0.9934104156921846,0.9608186575010995,0.9739941757122598,0.9993995968474441
0.9608370563101833,0.9478562222065697,1.006467841028829,1.0299999713898065,1.0099999904633905,1.0299999713897705,1.0099999904632855,0.9805806386127858,0.978031657480004,0.967449421999059,1.0064162825970249
0.9590363229381286,0.9422128809297485,0.9864824545286397,1.0299999717198918,1.0099999907025963,1.0299999713897705,1.0099999908000878,0.953441475773599,0.9770287539963837,0.9353407686852595,1.0060076299147975
0.9608779248690952,0.947461861359046,0.9985425567677004,1.0299999713910162,1.0099999904676165,1.0299999713897705,1.0099999904646477,0.9697796238428065,0.9780544175399916,0.9548685477268893,1.0064255563942137
0.9575007494625186,0.9405151750259261,1.0146924330421816,1.030000097415805,1.0099999961415882,1.0299999713897705,1.010000062972047,0.991955216276692,0.9761734766229253,0.9798474458894673,1.0056591878027366
0.9606372682370943,0.9474639746140155,1.0078161652874875,1.0299999713898158,1.0099999904633234,1.0299999713897705,1.0099999904632961,0.982429421564889,0.9779203928848617,0.9695532925711754,1.00637094665419
